-0.411508	-0.30961
-0.273793	-0.27037
-0.0944609	-0.25258
-0.177483	-0.240354
-0.0379269	-0.209607
-0.37977	-0.193816
-0.0378011	-0.129446
0.123724	-0.118353
-0.112705	-0.109301
-0.0397469	-0.0654265
-0.097675	-0.0630402
-0.121826	-0.062209
-0.0396212	-0.0519612
-0.0463536	-0.0518071
-0.0970778	-0.0498154
-0.129978	-0.0466611
-0.125117	-0.0263506
-0.118291	-0.0265349
-0.127883	-0.015816
-0.118027	0.00220311
0.120734	0.00370133
-0.113156	0.00577521
-0.0994908	0.00564915
-0.120157	0.00705981
-0.116778	0.0105801
-0.106187	0.0390874
-0.112859	0.0480909
0.109999	0.0564104
-0.104994	0.0793489
-0.356747	-0.350715
-0.399099	-0.309926
-0.196045	-0.291073
-0.116157	-0.278335
-0.29091	-0.271931
-0.0933816	-0.252493
-0.190689	-0.240871
-0.0386803	-0.225863
-0.0384036	-0.209454
0.0887119	-0.185178
0.0496838	-0.182534
-0.111485	-0.138629
-0.0381554	-0.129902
-0.355629	-0.131284
-0.145256	-0.118314
-0.126629	-0.113709
-0.112168	-0.108653
-0.163935	-0.0992597
-0.144142	-0.0843603
-0.168294	-0.0830994
-0.135476	-0.0735851
-0.04015	-0.0662104
-0.0970199	-0.0639255
-0.134028	-0.0625526
-0.154274	-0.061676
-0.0472824	-0.0513757
-0.105982	-0.0498256
-0.0967508	-0.0495018
-0.128849	-0.0465789
-0.157833	-0.0462298
-0.118559	-0.0444013
-0.124321	-0.0273787
-0.119211	-0.0274996
-0.12708	-0.0214525
-0.12062	-0.0166585
-0.111753	-0.0155931
-0.119972	-0.00483453
-0.0999836	0.00588071
-0.158712	0.0131041
-0.0871408	0.0280228
-0.112792	0.047748
-0.377547	-0.35897
-0.11645	-0.278297
-0.288764	-0.271787
-0.372484	-0.271369
-0.180472	-0.240418
-0.0401967	-0.226003
-0.040501	-0.208936
-0.337545	-0.207968
0.052502	-0.146534
-0.356372	-0.131262
0.12506	-0.11805
-0.0426679	-0.118556
-0.111659	-0.108307
-0.144494	-0.0878747
-0.0948445	-0.0657488
-0.123936	-0.0647146
-0.0610277	-0.0492399
-0.0965679	-0.0478396
-0.126372	-0.0458405
-0.122126	-0.0298687
-0.110126	-0.0285858
-0.127539	-0.0199313
-0.11839	-0.00213826
-0.35445	0.00273979
-0.111277	0.00546426
-0.128987	0.0113651
-0.0901679	0.0117124
-0.0426807	0.0120965
-0.103283	0.0425377
-0.187683	0.0515944
-0.185172	-0.240491
-0.0420974	-0.225977
-0.182377	-0.200921
-0.111307	-0.191005
-0.376491	-0.195968
-0.110753	-0.142034
-0.041449	-0.130831
-0.110731	-0.107208
-0.144596	-0.0896285
-0.127734	-0.0663457
-0.160264	-0.0655974
-0.0834963	-0.0571346
-0.0340597	-0.0591822
-0.0529864	-0.0469206
-0.0984163	-0.045697
-0.164216	-0.0431058
-0.107793	-0.0320954
-0.0432896	-0.0284457
-0.0885126	0.00971925
-0.0528298	0.0206301
-0.0926545	0.0237336
-0.12472	0.0309457
-0.282947	-0.27127
-0.184825	-0.240627
-0.031723	-0.144347
-0.110745	-0.143765
-0.0469512	-0.122019
-0.178281	-0.117061
-0.030066	-0.108196
-0.111548	-0.102334
-0.0936781	-0.0731135
-0.158561	-0.0698898
-0.0327616	-0.0593114
-0.0487863	-0.0436547
-0.0942762	-0.0415791
-0.106866	-0.0245036
-0.0958576	-0.0067749
-0.175131	-0.197957
-0.0315709	-0.144932
-0.0506909	-0.119562
-0.175666	-0.115873
-0.148373	-0.0978515
-0.111195	-0.0973076
-0.0514327	-0.0795844
-0.0889472	-0.0782432
-0.107992	-0.0594022
-0.0520016	-0.0380019
-0.0892098	-0.0367574
-0.0891305	-0.000728905
-0.108656	0.014068
-0.0592542	-0.0905184
-0.0291479	-0.0593547
