0.117273	-0.272335
0.100584	-0.129841
0.115904	-0.0855352
0.0912509	-0.0840527
0.116369	-0.0714427
0.0888762	-0.0503746
0.0945262	-0.0503159
0.0935717	-0.0406185
-0.230676	-0.0338527
-0.238481	-0.0315014
-0.215784	-0.0305893
-0.0374283	0.0205812
0.0961615	-0.297889
-0.0670083	-0.282004
0.128195	-0.269045
0.024418	-0.255711
-0.133863	-0.222394
-0.108406	-0.19363
-0.12527	-0.147399
0.0695503	-0.138126
0.100956	-0.129709
0.0505549	-0.119708
0.116488	-0.0861446
0.0947329	-0.0673051
0.0929684	-0.0401154
0.101565	-0.0386797
0.0287338	-0.031861
-0.246246	-0.0314121
-0.215333	-0.0308982
-0.123055	-0.02214
0.0384025	0.00395966
0.0286515	0.0151032
-0.351593	0.0535724
-0.366566	0.0592824
-0.0648063	-0.281882
-0.0541487	-0.28146
0.0266283	-0.255635
-0.12621	-0.147425
0.101704	-0.128783
0.0694847	-0.109697
0.118334	-0.0879619
0.1165	-0.0696843
-0.124544	-0.0219026
0.0279859	0.0272846
-0.351467	0.0555102
0.0302823	-0.25551
-0.129615	-0.220751
-0.111491	-0.217828
0.0329669	-0.216259
-0.142597	-0.206972
-0.131857	-0.196136
0.102272	-0.161829
0.0548307	-0.0866352
-0.126102	-0.0220358
-0.170987	-0.313859
-0.141643	-0.278926
0.03032	-0.255635
-0.11506	-0.214963
0.0379916	-0.13523
-0.11472	-0.199593
-0.166942	-0.28591
