-0.192752	-0.341894
-0.24978	-0.302806
-0.242683	-0.300122
-0.0411824	-0.290044
-0.114889	-0.267568
0.0593894	-0.256176
0.201561	-0.251217
0.207759	-0.217633
0.117665	-0.214407
-0.172739	-0.205821
-0.212272	-0.194933
-0.2125	-0.190214
0.208102	-0.189543
0.20906	-0.152027
0.115914	-0.150428
0.11774	-0.142306
0.117702	-0.13312
0.287126	-0.125823
0.117408	-0.124637
0.0187428	-0.112546
0.0424784	-0.111154
0.0576119	-0.0652722
0.0331928	-0.0641544
0.115712	-0.0543956
0.108955	-0.0539164
0.025568	-0.0483317
0.0303525	-0.0284256
0.0368056	-0.0285417
0.0365497	-0.0192581
0.0271291	-0.0176657
-0.287571	-0.00746745
0.331255	-0.00456649
0.0523213	-0.000471532
0.283758	0.00069809
0.0554408	0.00365406
0.0384748	0.00865245
0.0155998	0.0124485
0.0288815	0.0179706
-0.0210786	0.0242274
0.0418802	0.0458964
-0.432353	0.0839546
0.0762948	0.0865443
-0.0977165	0.0426303
-0.231297	-0.300961
-0.0412304	-0.290463
0.0375813	-0.281483
-0.130585	-0.268371
0.0603681	-0.256119
0.0704224	-0.252773
-0.0354642	-0.241232
-0.0230071	-0.241074
0.116869	-0.231063
0.249818	-0.223125
0.20835	-0.217119
0.11725	-0.214277
-0.200386	-0.208146
0.250164	-0.193624
-0.212127	-0.192477
0.208592	-0.18928
-0.201085	-0.179409
-0.173116	-0.177534
0.121017	-0.147796
0.0434335	-0.140616
0.287372	-0.125675
0.0102012	-0.120035
0.00363052	-0.118649
0.028218	-0.115959
0.042859	-0.11089
0.00624946	-0.101634
-0.00828636	-0.100972
0.0111637	-0.0860629
-0.0122675	-0.0845999
0.0198464	-0.0753396
0.0324506	-0.0648715
0.0213095	-0.0643728
-0.0102494	-0.0631094
0.0013437	-0.0632692
0.0331826	-0.0575799
0.108074	-0.0534683
0.0490449	-0.0517927
0.058297	-0.0512195
0.0266423	-0.0480435
-0.00205049	-0.0475431
0.0366898	-0.0460351
0.0310817	-0.0293056
0.0359297	-0.0294125
0.0345533	-0.0185933
0.0265752	-0.0178765
0.0434678	-0.0173934
-0.302985	-0.0105208
-0.319176	-0.00768161
-0.311403	-0.00812042
-0.28699	-0.0078215
0.0374366	-0.00104266
0.0425912	0.00368714
0.0550439	0.00383258
-0.00236407	0.0110335
0.0251679	0.0113541
0.0678155	0.0261184
0.117758	0.0270113
-0.211741	-0.349765
-0.246073	-0.302088
0.0373943	-0.281375
-0.128576	-0.268353
-0.206335	-0.265153
0.0629163	-0.255975
-0.0252563	-0.241015
0.115313	-0.231062
0.209959	-0.216083
0.115309	-0.213695
-0.174473	-0.20481
-0.210668	-0.192285
0.0438368	-0.142236
-0.191536	-0.130227
0.288455	-0.125539
0.112693	-0.121891
0.0434404	-0.110375
0.0108963	-0.0897354
0.0121716	-0.0705247
0.0603749	-0.0678658
0.0312075	-0.0664494
-0.000935197	-0.0649421
0.0939642	-0.0515099
0.0585022	-0.0496978
0.0290741	-0.0474554
-0.0140112	-0.046522
-0.00384739	-0.0465109
0.03317	-0.0318555
0.0451705	-0.0306038
0.0277247	-0.0221169
0.0443618	-0.0157856
0.0367885	-0.00418943
0.0438766	0.00339663
0.0262257	0.00928712
0.0646949	0.00976413
0.112453	0.00999814
0.0425873	0.0440656
-0.244088	-0.301514
-0.244088	-0.301514
-0.0213493	-0.294421
-0.247442	-0.279254
-0.247442	-0.279254
0.0888925	-0.255668
-0.0294747	-0.240962
0.113457	-0.231069
0.112691	-0.213156
-0.196079	-0.206299
0.227767	-0.192889
0.0434037	-0.19379
-0.198176	-0.180497
0.0443038	-0.144046
0.114278	-0.134074
0.0444338	-0.109415
-0.0272562	-0.104448
0.0108375	-0.091377
0.111045	-0.0726148
0.0617647	-0.0700313
0.0277931	-0.0681193
-0.0039773	-0.0672277
0.0718766	-0.061532
0.121504	-0.0619447
0.0462995	-0.060985
0.0135026	-0.0605629
0.110202	-0.0513296
0.102416	-0.0494043
0.0572575	-0.0477058
-0.00821596	-0.0445878
0.0332643	-0.0348685
0.0472284	-0.0335487
0.112191	-0.0307001
-0.321913	-0.00995046
-0.190723	-0.000186205
0.0622636	0.0216917
0.0303532	0.0287926
0.0404555	0.0451657
-0.208622	-0.266366
-0.0294791	-0.241121
0.107661	-0.159559
0.124065	-0.147602
0.0442863	-0.145401
0.108437	-0.123616
-0.0212117	-0.117767
0.0436915	-0.105356
0.0618391	-0.0750188
-0.00292766	-0.0713066
0.122643	-0.0620165
0.0152532	-0.0594287
0.0604066	-0.0438514
0.0481631	-0.0261369
0.0595886	-0.00781494
-0.199455	-0.192769
-0.179339	-0.183791
-0.250514	-0.277344
-0.210801	-0.266904
-0.0182928	-0.198655
0.130636	-0.162219
0.124498	-0.146672
0.104431	-0.122212
-0.0189966	-0.117107
0.129583	-0.110546
0.0435995	-0.100178
0.104066	-0.0819995
0.123375	-0.0616286
0.0472085	-0.0611952
0.103162	-0.0408249
0.0962312	-0.114358
0.0956381	-0.0942814
0.125871	-0.0618417
-0.0058687	-0.0197206
